,State_Code,District_Name,Type,Status,Count
623,AS,Dhubri,delta,vaccinated2,1906.0
624,AS,Dhubri,delta7,vaccinated1,12450.0
625,AS,Dhubri,delta7,vaccinated2,25644.0
626,AS,Dhubri,meta,population,1948632.0
627,AS,Dhubri,total,vaccinated1,945264.0
628,AS,Dhubri,total,vaccinated2,229696.0
629,AS,Dibrugarh,delta,vaccinated1,699.0
630,AS,Dibrugarh,delta,vaccinated2,4007.0
631,AS,Dibrugarh,delta7,vaccinated1,8869.0
632,AS,Dibrugarh,delta7,vaccinated2,38695.0
633,AS,Dibrugarh,meta,population,1327748.0
635,AS,Dibrugarh,total,tested,301657.0
636,AS,Dibrugarh,total,vaccinated1,914640.0
637,AS,Dibrugarh,total,vaccinated2,430800.0
638,AS,Dima Hasao,delta,vaccinated1,160.0
639,AS,Dima Hasao,delta,vaccinated2,59.0
640,AS,Dima Hasao,delta7,vaccinated1,2532.0
641,AS,Dima Hasao,delta7,vaccinated2,3737.0
642,AS,Dima Hasao,meta,population,213529.0
643,AS,Dima Hasao,total,vaccinated1,116318.0
644,AS,Dima Hasao,total,vaccinated2,62593.0
645,AS,Goalpara,delta,vaccinated1,47.0
646,AS,Goalpara,delta,vaccinated2,81.0
647,AS,Goalpara,delta7,vaccinated1,4013.0
648,AS,Goalpara,delta7,vaccinated2,30725.0
649,AS,Goalpara,meta,population,1008959.0
650,AS,Goalpara,total,vaccinated1,662016.0
651,AS,Goalpara,total,vaccinated2,195521.0
652,AS,Golaghat,delta,vaccinated1,504.0
653,AS,Golaghat,delta,vaccinated2,2676.0
654,AS,Golaghat,delta7,vaccinated1,6525.0
655,AS,Golaghat,delta7,vaccinated2,51417.0
656,AS,Golaghat,meta,population,1058674.0
657,AS,Golaghat,total,vaccinated1,711564.0
658,AS,Golaghat,total,vaccinated2,306745.0
659,AS,Hailakandi,delta,vaccinated1,88.0
660,AS,Hailakandi,delta,vaccinated2,705.0
661,AS,Hailakandi,delta7,vaccinated1,1724.0
662,AS,Hailakandi,delta7,vaccinated2,11247.0
663,AS,Hailakandi,meta,population,659260.0
664,AS,Hailakandi,total,vaccinated1,422295.0
665,AS,Hailakandi,total,vaccinated2,146888.0
666,AS,Hojai,delta,vaccinated1,512.0
667,AS,Hojai,delta,vaccinated2,2979.0
668,AS,Hojai,delta7,vaccinated1,6217.0
669,AS,Hojai,delta7,vaccinated2,36724.0
670,AS,Hojai,meta,population,931218.0
671,AS,Hojai,total,vaccinated1,602504.0
672,AS,Hojai,total,vaccinated2,274035.0
673,AS,Jorhat,delta,vaccinated1,225.0
674,AS,Jorhat,delta,vaccinated2,2154.0
675,AS,Jorhat,delta7,vaccinated1,3383.0
676,AS,Jorhat,delta7,vaccinated2,39677.0
677,AS,Jorhat,meta,population,1091295.0
678,AS,Jorhat,total,vaccinated1,649267.0
679,AS,Jorhat,total,vaccinated2,297724.0
680,AS,Kamrup,delta,vaccinated1,231.0
681,AS,Kamrup,delta,vaccinated2,253.0
682,AS,Kamrup,delta7,vaccinated1,10451.0
683,AS,Kamrup,delta7,vaccinated2,45828.0
684,AS,Kamrup,meta,population,1517202.0
685,AS,Kamrup,total,vaccinated1,1079092.0
686,AS,Kamrup,total,vaccinated2,409628.0
687,AS,Kamrup Metropolitan,delta,vaccinated1,359.0
688,AS,Kamrup Metropolitan,delta,vaccinated2,1713.0
689,AS,Kamrup Metropolitan,delta7,vaccinated1,6625.0
690,AS,Kamrup Metropolitan,delta7,vaccinated2,38155.0
691,AS,Kamrup Metropolitan,meta,population,1260419.0
692,AS,Kamrup Metropolitan,total,vaccinated1,1246239.0
693,AS,Kamrup Metropolitan,total,vaccinated2,875897.0
694,AS,Karbi Anglong,delta,vaccinated1,342.0
695,AS,Karbi Anglong,delta,vaccinated2,280.0
696,AS,Karbi Anglong,delta7,vaccinated1,13744.0
697,AS,Karbi Anglong,delta7,vaccinated2,12778.0
698,AS,Karbi Anglong,meta,population,965280.0
699,AS,Karbi Anglong,total,vaccinated1,284600.0
700,AS,Karbi Anglong,total,vaccinated2,102798.0
701,AS,Karimganj,delta,vaccinated1,331.0
702,AS,Karimganj,delta,vaccinated2,1382.0
703,AS,Karimganj,delta7,vaccinated1,5088.0
704,AS,Karimganj,delta7,vaccinated2,20659.0
705,AS,Karimganj,meta,population,1217002.0
706,AS,Karimganj,total,vaccinated1,681216.0
707,AS,Karimganj,total,vaccinated2,203575.0
708,AS,Kokrajhar,delta,vaccinated1,162.0
709,AS,Kokrajhar,delta,vaccinated2,823.0
710,AS,Kokrajhar,delta7,vaccinated1,3935.0
711,AS,Kokrajhar,delta7,vaccinated2,19711.0
712,AS,Kokrajhar,meta,population,886999.0
713,AS,Kokrajhar,total,vaccinated1,538901.0
714,AS,Kokrajhar,total,vaccinated2,156488.0
715,AS,Lakhimpur,delta,vaccinated1,148.0
716,AS,Lakhimpur,delta,vaccinated2,1555.0
717,AS,Lakhimpur,delta7,vaccinated1,5870.0
718,AS,Lakhimpur,delta7,vaccinated2,42164.0
719,AS,Lakhimpur,meta,population,1040644.0
720,AS,Lakhimpur,total,vaccinated1,681386.0
721,AS,Lakhimpur,total,vaccinated2,301369.0
722,AS,Majuli,delta,vaccinated1,36.0
723,AS,Majuli,delta,vaccinated2,166.0
724,AS,Majuli,delta7,vaccinated1,1524.0
725,AS,Majuli,delta7,vaccinated2,7176.0
726,AS,Majuli,meta,population,167304.0
727,AS,Majuli,total,vaccinated1,117599.0
728,AS,Majuli,total,vaccinated2,82507.0
729,AS,Morigaon,delta,vaccinated1,264.0
730,AS,Morigaon,delta,vaccinated2,482.0
731,AS,Morigaon,delta7,vaccinated1,5298.0
732,AS,Morigaon,delta7,vaccinated2,27861.0
733,AS,Morigaon,meta,population,957853.0
734,AS,Morigaon,total,vaccinated1,592446.0
735,AS,Morigaon,total,vaccinated2,212146.0
736,AS,Nagaon,delta,vaccinated1,758.0
737,AS,Nagaon,delta,vaccinated2,1481.0
738,AS,Nagaon,delta7,vaccinated1,16396.0
739,AS,Nagaon,delta7,vaccinated2,36734.0
740,AS,Nagaon,meta,population,2826006.0
741,AS,Nagaon,total,vaccinated1,1203831.0
742,AS,Nagaon,total,vaccinated2,448081.0
743,AS,Nalbari,delta,vaccinated1,388.0
744,AS,Nalbari,delta,vaccinated2,1492.0
745,AS,Nalbari,delta7,vaccinated1,6785.0
746,AS,Nalbari,delta7,vaccinated2,25411.0
747,AS,Nalbari,meta,population,769919.0
748,AS,Nalbari,total,vaccinated1,483076.0
749,AS,Nalbari,total,vaccinated2,168392.0
750,AS,Sivasagar,delta,vaccinated1,46.0
751,AS,Sivasagar,delta,vaccinated2,714.0
752,AS,Sivasagar,delta7,vaccinated1,1946.0
753,AS,Sivasagar,delta7,vaccinated2,23104.0
754,AS,Sivasagar,meta,population,1150253.0
755,AS,Sivasagar,total,vaccinated1,478954.0
756,AS,Sivasagar,total,vaccinated2,223921.0
757,AS,Sonitpur,delta,vaccinated1,448.0
758,AS,Sonitpur,delta,vaccinated2,2664.0
759,AS,Sonitpur,delta7,vaccinated1,8341.0
760,AS,Sonitpur,delta7,vaccinated2,48290.0
761,AS,Sonitpur,meta,population,1925975.0
762,AS,Sonitpur,total,vaccinated1,767841.0
763,AS,Sonitpur,total,vaccinated2,434213.0
764,AS,South Salmara Mankachar,delta,vaccinated1,260.0
765,AS,South Salmara Mankachar,delta,vaccinated2,1288.0
766,AS,South Salmara Mankachar,delta7,vaccinated1,1978.0
767,AS,South Salmara Mankachar,delta7,vaccinated2,15304.0
768,AS,South Salmara Mankachar,meta,population,555114.0
769,AS,South Salmara Mankachar,total,vaccinated1,239906.0
770,AS,South Salmara Mankachar,total,vaccinated2,76599.0
771,AS,Tinsukia,delta,vaccinated1,6637.0
772,AS,Tinsukia,delta,vaccinated2,1679.0
773,AS,Tinsukia,delta7,vaccinated1,45002.0
774,AS,Tinsukia,delta7,vaccinated2,22410.0
775,AS,Tinsukia,meta,population,1316948.0
776,AS,Tinsukia,total,vaccinated1,795057.0
777,AS,Tinsukia,total,vaccinated2,286170.0
778,AS,Udalguri,delta,vaccinated1,1935.0
779,AS,Udalguri,delta,vaccinated2,1396.0
780,AS,Udalguri,delta7,vaccinated1,17371.0
781,AS,Udalguri,delta7,vaccinated2,19343.0
782,AS,Udalguri,meta,population,832769.0
784,AS,Udalguri,total,tested,24661.0
785,AS,Udalguri,total,vaccinated1,504439.0
786,AS,Udalguri,total,vaccinated2,133919.0
787,AS,Unknown,delta,confirmed,212.0
788,AS,Unknown,delta,deceased,1.0
789,AS,Unknown,delta,recovered,236.0
790,AS,Unknown,delta21_14,confirmed,1499.0
791,AS,Unknown,delta7,confirmed,2056.0
792,AS,Unknown,delta7,deceased,24.0
793,AS,Unknown,delta7,recovered,2215.0
794,AS,Unknown,total,confirmed,610645.0
795,AS,Unknown,total,deceased,5997.0
796,AS,Unknown,total,other,1347.0
797,AS,Unknown,total,recovered,600974.0
798,AS,West Karbi Anglong,delta,vaccinated1,312.0
799,AS,West Karbi Anglong,delta,vaccinated2,147.0
800,AS,West Karbi Anglong,delta7,vaccinated1,4593.0
801,AS,West Karbi Anglong,delta7,vaccinated2,4186.0
802,AS,West Karbi Anglong,meta,population,300320.0
803,AS,West Karbi Anglong,total,vaccinated1,127612.0
804,AS,West Karbi Anglong,total,vaccinated2,42942.0
805,BR,Araria,delta,vaccinated1,5177.0
806,BR,Araria,delta,vaccinated2,3067.0
807,BR,Araria,delta7,confirmed,2.0
808,BR,Araria,delta7,vaccinated1,51331.0
809,BR,Araria,delta7,vaccinated2,69085.0
810,BR,Araria,meta,population,2806200.0
812,BR,Araria,total,confirmed,14978.0
813,BR,Araria,total,deceased,116.0
814,BR,Araria,total,recovered,14859.0
815,BR,Araria,total,tested,219221.0
816,BR,Araria,total,vaccinated1,1177154.0
817,BR,Araria,total,vaccinated2,395227.0
818,BR,Arwal,delta,vaccinated1,262.0
819,BR,Arwal,delta,vaccinated2,1360.0
820,BR,Arwal,delta7,vaccinated1,4059.0
821,BR,Arwal,delta7,vaccinated2,17125.0
822,BR,Arwal,meta,population,700843.0
824,BR,Arwal,total,confirmed,7381.0
825,BR,Arwal,total,deceased,74.0
826,BR,Arwal,total,recovered,7307.0
827,BR,Arwal,total,tested,101624.0
828,BR,Arwal,total,vaccinated1,345175.0
829,BR,Arwal,total,vaccinated2,116424.0
830,BR,Aurangabad,delta,vaccinated1,1264.0
831,BR,Aurangabad,delta,vaccinated2,2657.0
832,BR,Aurangabad,delta7,vaccinated1,25561.0
833,BR,Aurangabad,delta7,vaccinated2,56431.0
834,BR,Aurangabad,meta,population,2511243.0
836,BR,Aurangabad,total,confirmed,20011.0
837,BR,Aurangabad,total,deceased,75.0
838,BR,Aurangabad,total,recovered,19936.0
839,BR,Aurangabad,total,tested,412007.0
840,BR,Aurangabad,total,vaccinated1,1132482.0
841,BR,Aurangabad,total,vaccinated2,407913.0
842,BR,Banka,delta,vaccinated1,2635.0
843,BR,Banka,delta,vaccinated2,3138.0
844,BR,Banka,delta7,vaccinated1,24239.0
845,BR,Banka,delta7,vaccinated2,34077.0
846,BR,Banka,meta,population,2029339.0
848,BR,Banka,total,confirmed,7379.0
849,BR,Banka,total,deceased,112.0
850,BR,Banka,total,recovered,7267.0
851,BR,Banka,total,tested,364776.0
852,BR,Banka,total,vaccinated1,935177.0
853,BR,Banka,total,vaccinated2,351254.0
854,BR,Begusarai,delta,recovered,1.0
855,BR,Begusarai,delta,vaccinated1,1906.0
856,BR,Begusarai,delta,vaccinated2,2774.0
857,BR,Begusarai,delta21_14,confirmed,8.0
858,BR,Begusarai,delta7,confirmed,2.0
859,BR,Begusarai,delta7,recovered,7.0
860,BR,Begusarai,delta7,vaccinated1,33903.0
861,BR,Begusarai,delta7,vaccinated2,65735.0
862,BR,Begusarai,meta,population,2954367.0
864,BR,Begusarai,total,confirmed,27212.0
865,BR,Begusarai,total,deceased,457.0
866,BR,Begusarai,total,recovered,26754.0
867,BR,Begusarai,total,tested,213670.0
868,BR,Begusarai,total,vaccinated1,1430906.0
869,BR,Begusarai,total,vaccinated2,480982.0
870,BR,Bhagalpur,delta,recovered,1.0
871,BR,Bhagalpur,delta,vaccinated1,2122.0
872,BR,Bhagalpur,delta,vaccinated2,3458.0
873,BR,Bhagalpur,delta21_14,confirmed,1.0
874,BR,Bhagalpur,delta7,confirmed,1.0
875,BR,Bhagalpur,delta7,recovered,1.0
876,BR,Bhagalpur,delta7,vaccinated1,49875.0
877,BR,Bhagalpur,delta7,vaccinated2,78088.0
878,BR,Bhagalpur,meta,population,3032226.0
880,BR,Bhagalpur,total,confirmed,25840.0
881,BR,Bhagalpur,total,deceased,309.0
882,BR,Bhagalpur,total,recovered,25531.0
883,BR,Bhagalpur,total,tested,582113.0
884,BR,Bhagalpur,total,vaccinated1,1494951.0
885,BR,Bhagalpur,total,vaccinated2,650332.0
886,BR,Bhojpur,delta,vaccinated1,3232.0
887,BR,Bhojpur,delta,vaccinated2,4879.0
888,BR,Bhojpur,delta7,vaccinated1,31626.0
889,BR,Bhojpur,delta7,vaccinated2,53006.0
890,BR,Bhojpur,meta,population,2720155.0
892,BR,Bhojpur,total,confirmed,10210.0
893,BR,Bhojpur,total,deceased,159.0
894,BR,Bhojpur,total,recovered,10051.0
895,BR,Bhojpur,total,tested,466438.0
896,BR,Bhojpur,total,vaccinated1,1291186.0
897,BR,Bhojpur,total,vaccinated2,382719.0
898,BR,Buxar,delta,vaccinated1,1083.0
899,BR,Buxar,delta,vaccinated2,2516.0
900,BR,Buxar,delta7,vaccinated1,14794.0
901,BR,Buxar,delta7,vaccinated2,38792.0
902,BR,Buxar,meta,population,1707643.0
904,BR,Buxar,total,confirmed,9248.0
905,BR,Buxar,total,deceased,182.0
906,BR,Buxar,total,recovered,9066.0
907,BR,Buxar,total,tested,461428.0
908,BR,Buxar,total,vaccinated1,907374.0
909,BR,Buxar,total,vaccinated2,322555.0
910,BR,Darbhanga,delta,vaccinated1,2858.0
911,BR,Darbhanga,delta,vaccinated2,5306.0
912,BR,Darbhanga,delta7,recovered,1.0
913,BR,Darbhanga,delta7,vaccinated1,39165.0
914,BR,Darbhanga,delta7,vaccinated2,82276.0
915,BR,Darbhanga,meta,population,3921971.0
917,BR,Darbhanga,total,confirmed,10937.0
918,BR,Darbhanga,total,deceased,370.0
919,BR,Darbhanga,total,recovered,10567.0
920,BR,Darbhanga,total,tested,448442.0
921,BR,Darbhanga,total,vaccinated1,1869372.0
922,BR,Darbhanga,total,vaccinated2,741553.0
923,BR,East Champaran,delta,vaccinated1,2434.0
924,BR,East Champaran,delta,vaccinated2,8014.0
925,BR,East Champaran,delta21_14,confirmed,1.0
926,BR,East Champaran,delta7,confirmed,2.0
927,BR,East Champaran,delta7,vaccinated1,29316.0
928,BR,East Champaran,delta7,vaccinated2,84760.0
929,BR,East Champaran,meta,population,5082868.0
931,BR,East Champaran,total,confirmed,19017.0
932,BR,East Champaran,total,deceased,430.0
933,BR,East Champaran,total,recovered,18585.0
934,BR,East Champaran,total,tested,548132.0
935,BR,East Champaran,total,vaccinated1,2498559.0
936,BR,East Champaran,total,vaccinated2,1002939.0
937,BR,Gaya,delta,vaccinated1,1708.0
938,BR,Gaya,delta,vaccinated2,1689.0
939,BR,Gaya,delta21_14,confirmed,1.0
940,BR,Gaya,delta7,recovered,1.0
941,BR,Gaya,delta7,vaccinated1,72504.0
942,BR,Gaya,delta7,vaccinated2,82490.0
943,BR,Gaya,meta,population,4379383.0
945,BR,Gaya,total,confirmed,33952.0
946,BR,Gaya,total,deceased,280.0
947,BR,Gaya,total,recovered,33672.0
948,BR,Gaya,total,tested,872359.0
949,BR,Gaya,total,vaccinated1,1925234.0
950,BR,Gaya,total,vaccinated2,722746.0
951,BR,Gopalganj,delta,vaccinated1,5308.0
952,BR,Gopalganj,delta,vaccinated2,8468.0
953,BR,Gopalganj,delta7,recovered,1.0
954,BR,Gopalganj,delta7,vaccinated1,31750.0
955,BR,Gopalganj,delta7,vaccinated2,70093.0
956,BR,Gopalganj,meta,population,2558037.0
958,BR,Gopalganj,total,confirmed,16685.0
959,BR,Gopalganj,total,deceased,94.0
960,BR,Gopalganj,total,recovered,16591.0
961,BR,Gopalganj,total,tested,562654.0
962,BR,Gopalganj,total,vaccinated1,1286763.0
963,BR,Gopalganj,total,vaccinated2,481968.0
964,BR,Jamui,delta,vaccinated1,1435.0
965,BR,Jamui,delta,vaccinated2,1416.0
966,BR,Jamui,delta7,recovered,1.0
967,BR,Jamui,delta7,vaccinated1,24440.0
968,BR,Jamui,delta7,vaccinated2,24005.0
969,BR,Jamui,meta,population,1756078.0
971,BR,Jamui,total,confirmed,9418.0
972,BR,Jamui,total,deceased,106.0
973,BR,Jamui,total,recovered,9312.0
974,BR,Jamui,total,tested,342005.0
975,BR,Jamui,total,vaccinated1,800488.0
976,BR,Jamui,total,vaccinated2,222093.0
977,BR,Jehanabad,delta,vaccinated1,498.0
978,BR,Jehanabad,delta,vaccinated2,1617.0
979,BR,Jehanabad,delta7,vaccinated1,12986.0
980,BR,Jehanabad,delta7,vaccinated2,27200.0
981,BR,Jehanabad,meta,population,1124176.0
983,BR,Jehanabad,total,confirmed,10783.0
984,BR,Jehanabad,total,deceased,109.0
985,BR,Jehanabad,total,recovered,10674.0
986,BR,Jehanabad,total,tested,492255.0
987,BR,Jehanabad,total,vaccinated1,498448.0
988,BR,Jehanabad,total,vaccinated2,184446.0
989,BR,Kaimur,delta,vaccinated1,1067.0
990,BR,Kaimur,delta,vaccinated2,2183.0
991,BR,Kaimur,delta7,vaccinated1,19996.0
992,BR,Kaimur,delta7,vaccinated2,28681.0
993,BR,Kaimur,meta,population,1626900.0
995,BR,Kaimur,total,confirmed,4984.0
996,BR,Kaimur,total,deceased,147.0
997,BR,Kaimur,total,recovered,4837.0
998,BR,Kaimur,total,tested,442332.0
999,BR,Kaimur,total,vaccinated1,801438.0
1000,BR,Kaimur,total,vaccinated2,225437.0
1001,BR,Katihar,delta,vaccinated1,2680.0
1002,BR,Katihar,delta,vaccinated2,2966.0
1003,BR,Katihar,delta7,recovered,1.0
1004,BR,Katihar,delta7,vaccinated1,53448.0
1005,BR,Katihar,delta7,vaccinated2,75733.0
1006,BR,Katihar,meta,population,3068149.0
1008,BR,Katihar,total,confirmed,18145.0
1009,BR,Katihar,total,deceased,94.0
1010,BR,Katihar,total,recovered,18051.0
1011,BR,Katihar,total,tested,556438.0
1012,BR,Katihar,total,vaccinated1,1451838.0
1013,BR,Katihar,total,vaccinated2,403046.0
1014,BR,Khagaria,delta,vaccinated1,881.0
1015,BR,Khagaria,delta,vaccinated2,2118.0
1016,BR,Khagaria,delta7,vaccinated1,15402.0
1017,BR,Khagaria,delta7,vaccinated2,32372.0
1018,BR,Khagaria,meta,population,1657599.0
1020,BR,Khagaria,total,confirmed,10064.0
1021,BR,Khagaria,total,deceased,88.0
1022,BR,Khagaria,total,recovered,9976.0
1023,BR,Khagaria,total,tested,148340.0
1024,BR,Khagaria,total,vaccinated1,775019.0
1025,BR,Khagaria,total,vaccinated2,222012.0
1026,BR,Kishanganj,delta,confirmed,3.0
1027,BR,Kishanganj,delta,recovered,1.0
1028,BR,Kishanganj,delta,vaccinated1,1997.0
1029,BR,Kishanganj,delta,vaccinated2,1445.0
1030,BR,Kishanganj,delta7,confirmed,4.0
1031,BR,Kishanganj,delta7,recovered,2.0
1032,BR,Kishanganj,delta7,vaccinated1,24597.0
1033,BR,Kishanganj,delta7,vaccinated2,25592.0
1034,BR,Kishanganj,meta,population,1690948.0
1036,BR,Kishanganj,total,confirmed,10128.0
1037,BR,Kishanganj,total,deceased,66.0
1038,BR,Kishanganj,total,recovered,10057.0
1039,BR,Kishanganj,total,tested,294321.0
1040,BR,Kishanganj,total,vaccinated1,757066.0
1041,BR,Kishanganj,total,vaccinated2,205274.0
1042,BR,Lakhisarai,delta,vaccinated1,595.0
1043,BR,Lakhisarai,delta,vaccinated2,1005.0
1044,BR,Lakhisarai,delta7,vaccinated1,8894.0
1045,BR,Lakhisarai,delta7,vaccinated2,16437.0
1046,BR,Lakhisarai,meta,population,1000717.0
1048,BR,Lakhisarai,total,confirmed,7776.0
1049,BR,Lakhisarai,total,deceased,102.0
1050,BR,Lakhisarai,total,recovered,7674.0
1051,BR,Lakhisarai,total,tested,332434.0
1052,BR,Lakhisarai,total,vaccinated1,461970.0
1053,BR,Lakhisarai,total,vaccinated2,138407.0
1054,BR,Madhepura,delta,vaccinated1,2700.0
1055,BR,Madhepura,delta,vaccinated2,4459.0
1056,BR,Madhepura,delta21_14,confirmed,1.0
1057,BR,Madhepura,delta7,confirmed,1.0
1058,BR,Madhepura,delta7,vaccinated1,28832.0
1059,BR,Madhepura,delta7,vaccinated2,43563.0
1060,BR,Madhepura,meta,population,1994618.0
1062,BR,Madhepura,total,confirmed,12547.0
1063,BR,Madhepura,total,deceased,111.0
1064,BR,Madhepura,total,recovered,12435.0
1065,BR,Madhepura,total,tested,455482.0
1066,BR,Madhepura,total,vaccinated1,965767.0
1067,BR,Madhepura,total,vaccinated2,260408.0
1068,BR,Madhubani,delta,confirmed,2.0
1069,BR,Madhubani,delta,vaccinated1,2735.0
1070,BR,Madhubani,delta,vaccinated2,6686.0
1071,BR,Madhubani,delta7,confirmed,3.0
1072,BR,Madhubani,delta7,vaccinated1,28535.0
1073,BR,Madhubani,delta7,vaccinated2,69785.0
1074,BR,Madhubani,meta,population,4476044.0
1076,BR,Madhubani,total,confirmed,18365.0
1077,BR,Madhubani,total,deceased,339.0
1078,BR,Madhubani,total,recovered,18023.0
1079,BR,Madhubani,total,tested,715168.0
1080,BR,Madhubani,total,vaccinated1,1974159.0
1081,BR,Madhubani,total,vaccinated2,680214.0
1082,BR,Munger,delta,vaccinated1,851.0
1083,BR,Munger,delta,vaccinated2,2867.0
1084,BR,Munger,delta21_14,confirmed,1.0
1085,BR,Munger,delta7,recovered,1.0
1086,BR,Munger,delta7,vaccinated1,7445.0
1087,BR,Munger,delta7,vaccinated2,33005.0
1088,BR,Munger,meta,population,1359054.0
1090,BR,Munger,total,confirmed,15111.0
1091,BR,Munger,total,deceased,158.0
1092,BR,Munger,total,recovered,14953.0
1093,BR,Munger,total,tested,325212.0
1094,BR,Munger,total,vaccinated1,707588.0
1095,BR,Munger,total,vaccinated2,264665.0
1096,BR,Muzaffarpur,delta,vaccinated1,3545.0
1097,BR,Muzaffarpur,delta,vaccinated2,7023.0
1098,BR,Muzaffarpur,delta7,recovered,1.0
1099,BR,Muzaffarpur,delta7,vaccinated1,40686.0
1100,BR,Muzaffarpur,delta7,vaccinated2,80513.0
1101,BR,Muzaffarpur,meta,population,4778610.0
1103,BR,Muzaffarpur,total,confirmed,31398.0
1104,BR,Muzaffarpur,total,deceased,621.0
1105,BR,Muzaffarpur,total,recovered,30777.0
1106,BR,Muzaffarpur,total,tested,722651.0
1107,BR,Muzaffarpur,total,vaccinated1,2253919.0
1108,BR,Muzaffarpur,total,vaccinated2,717015.0
1109,BR,Nalanda,delta,vaccinated1,2168.0
1110,BR,Nalanda,delta,vaccinated2,1826.0
1111,BR,Nalanda,delta7,vaccinated1,36716.0
1112,BR,Nalanda,delta7,vaccinated2,66091.0
1113,BR,Nalanda,meta,population,2872523.0
1115,BR,Nalanda,total,confirmed,23432.0
1116,BR,Nalanda,total,deceased,468.0
1117,BR,Nalanda,total,recovered,22964.0
1118,BR,Nalanda,total,tested,591346.0
1119,BR,Nalanda,total,vaccinated1,1393762.0
1120,BR,Nalanda,total,vaccinated2,638181.0
1121,BR,Nawada,delta,vaccinated1,4176.0
1122,BR,Nawada,delta,vaccinated2,4338.0
1123,BR,Nawada,delta7,confirmed,1.0
1124,BR,Nawada,delta7,vaccinated1,46619.0
1125,BR,Nawada,delta7,vaccinated2,35295.0
1126,BR,Nawada,meta,population,2216653.0
1128,BR,Nawada,total,confirmed,10353.0
1129,BR,Nawada,total,deceased,178.0
1130,BR,Nawada,total,recovered,10174.0
1131,BR,Nawada,total,tested,322514.0
1132,BR,Nawada,total,vaccinated1,1062349.0
1133,BR,Nawada,total,vaccinated2,274319.0
1134,BR,Patna,delta,confirmed,2.0
1135,BR,Patna,delta,recovered,3.0
1136,BR,Patna,delta,vaccinated1,737.0
1137,BR,Patna,delta,vaccinated2,2024.0
1138,BR,Patna,delta21_14,confirmed,14.0
1139,BR,Patna,delta7,confirmed,14.0
1140,BR,Patna,delta7,recovered,8.0
